loser_age,loser_id,loser_name,loser_rank,winner_age,winner_id,winner_name,winner_rank
22.80355921,200062,Kristina Brandi,54,27.75359343,200049,Conchita Martinez,13
21.09240246,200067,Patty Schnyder,29,23.80287474,200077,Jennifer Capriati,21
25.00479124,200096,Mary Pierce,5,24.53661875,200085,Ai Sugiyama,24
23.321013,200101,Jana Kandarr,141,29.35249829,200112,Julie Halard Decugis,11
18.61190965,200113,Anna Kournikova,12,23.60848734,200128,Lindsay Davenport,2
28.08213552,200017,Arantxa Sanchez Vicario,15,19.29637235,200001,Martina Hingis,1
24.35865845,200048,Elena Likhovtseva,18,27.75359343,200049,Conchita Martinez,13
24.53661875,200085,Ai Sugiyama,24,23.80287474,200077,Jennifer Capriati,21
29.35249829,200112,Julie Halard Decugis,11,23.60848734,200128,Lindsay Davenport,2
27.75359343,200049,Conchita Martinez,13,19.29637235,200001,Martina Hingis,1
23.80287474,200077,Jennifer Capriati,21,23.60848734,200128,Lindsay Davenport,2
19.29637235,200001,Martina Hingis,1,23.60848734,200128,Lindsay Davenport,2
28.10130048,200037,Sabine Appelmans,24,19.6605065,200001,Martina Hingis,1
27.45242984,200666,Marion Maruska,159,24.02190281,200018,Julia Abe,156
17.22108145,200764,Elena Bovina,207,26.80082136,200020,Lisa Raymond,27
25.97125257,200012,Jana Nejedly,70,21.30321697,200044,Denisa Chladkova,42
23.86858316,200040,Anna Smashnova,44,25.16084873,200086,Magdalena Maleeva,64
26.82272416,200006,Karina Habsudova,54,27.59479808,200059,Ruxandra Dragomir Ilie,32
29.71663244,200112,Julie Halard Decugis,13,21.12799452,200046,Meghann Shaughnessy,65
24.1670089,200077,Jennifer Capriati,16,21.3908282,200110,Fabiola Zuluaga,34
23.79192334,200063,Tatiana Panova,41,22.36276523,200015,Petra Mandula,111
23.93155373,200107,Paola Suarez,45,29.11978097,200116,Natalia Zvereva,40
20.54483231,200765,Katalin Marosi,105,29.77412731,200042,Els Callens,99
26.73511294,200682,Joannette Kruger,66,27.71800137,200089,Miriam Oremans,89
19.78097194,200092,Sandra Nacuk,109,24.27652293,200039,Chanda Rubin,25
19.45242984,200083,Alexandra Stevenson,39,28.96372348,200026,Florencia Labat,78
26.45037645,200082,Kristie Boogert,71,32.61601643,200097,Nathalie Tauziat,6
22.37097878,200007,Silvija Talaja,18,26.48870637,200652,Monica Seles,3
21.45653662,200067,Patty Schnyder,36,23.88774812,200022,Emmanuelle Gagliardi,72
19.29637235,200766,Jennifer Hopkins,110,22.28884326,200119,Rita Kuti Kis,58
21.29774127,200767,Holly Parkinson,91,25.76865161,200058,Anna Foldenyi Dicker,132
19.27173169,200122,Tina Pisnik,67,17.13073238,200120,Jelena Dokic,30
26.2477755,200075,Jing Qian Yi,93,24.88980151,200117,Kveta Peschke,43
21.81519507,200114,Patricia Wartusch,73,24.81314168,200106,Angeles Montolio,47
22.14373717,200068,Lilia Osterloh,77,20.90075291,200065,Amelie Mauresmo,14
26.02053388,200087,Seda Noorlander,100,28.15331964,200016,Sandrine Testud,11
24.54209446,200127,Sarah Pitkowski Malcor,48,25.18548939,200010,Rita Grande,63
25.71115674,200066,Cristina Torrens Valero,69,22.79534565,200723,Iva Majoli,193
27.69062286,200041,Amy Frazier,23,24.95277207,200084,Asa Svensson,53
25.229295,200053,Lubomira Bacheva,79,17.04859685,200043,Virginie Razzano,351
21.26762491,200109,Nathalie Dechy,20,18.6201232,200108,Elena Dementieva,26
20.57221081,200052,Olga Barabanschikova,84,27.09377139,200094,Barbara Rittner,107
23.00889802,200045,Tara Snyder,88,25.36892539,200096,Mary Pierce,7
25.87542779,200047,Pavlina Nola,112,28.44626968,200017,Arantxa Sanchez Vicario,9
22.17385353,200093,Amelie Cocheteux,83,24.09582478,200099,Sonya Jeyaseelan,86
21.45379877,200098,Henrieta Nagyova,74,21.24572211,200027,Magui Serna,46
27.04175222,200768,Laurence Andretto,163,23.16769336,200062,Kristina Brandi,37
24.3613963,200076,Laurence Courtois,94,22.11088296,200769,Giulia Casoni,101
24.29568789,200100,Amanda Hopmans,82,19.21423682,200011,Katarina Srebotnik,90
18.89664613,200056,Jelena Kostanic Tosic,76,26.51608487,200019,Alexandra Fusai,185
22.05886379,200050,Sandra Kleinova,102,24.21902806,200032,Barbara Schett,17
17.97399042,200069,Nadia Petrova,62,25.48391513,200081,Anke Huber,12
26.01505818,200024,Maria Vento Kabchi,96,22.33812457,200125,Corina Morariu,33
24.72279261,200048,Elena Likhovtseva,19,21.51676934,200732,Magdalena Grzybowska,118
21.33607118,200078,Barbara Schwartz,61,27.62217659,200057,Erika De Lone,75
27.23340178,200036,Nicole Pratt,49,20.97193703,200104,Emilie Loit,158
21.14715948,200771,Sophie Erre,172,23.01437372,200009,Tamarine Tanasugarn,56
23.68514716,200101,Jana Kandarr,104,19.94798084,200748,Venus Williams,4
23.35934292,200121,Alina Jidkova,92,28.11772758,200049,Conchita Martinez,5
18.89117043,200772,Anastasia Myskina,52,21.27857632,200072,Cara Black,59
19.33470226,200008,Alicia Molik,113,19.07186858,200773,Stephanie Foretz Gacon,197
22.55715264,200035,Maria Sanchez Lorenzo,57,28.08761123,200700,Silvia Farina Elia,51
16.97467488,200079,Kim Clijsters,29,24.90075291,200085,Ai Sugiyama,21
24.99110198,200706,Catalina Cristea,106,23.92334018,200088,Adriana Gersi,68
18.22313484,200002,Mirjana Lucic,55,22.85831622,200054,Sylvia Plischke,35
24.3449692,200774,Vanessa Webb,116,18.97604381,200113,Anna Kournikova,15
29.19096509,200028,Maureen Drake,97,28.60232717,200064,Amanda Coetzer,10
16.08213552,200111,Lina Krasnoroutskaya,120,26.4312115,200061,Gala Leon Garcia,31
22.16016427,200030,Miroslava Vavrinec,87,24.7008898,200709,Rosana De Los Rios,151
29.19917864,200715,Mariaan De Swardt,95,20.32854209,200123,Marlene Weingartner,103
20.84873374,200775,Tatiana Kovaltchouk,214,24.61601643,200124,Anne Kremer,38
21.03764545,200776,Angelika Bachmann,135,20.84873374,200070,Anne Gaelle Sidot,28
26.17659138,200051,Irina Spirlea,60,17.36618754,200777,Marta Marrero,108
23.97262149,200128,Lindsay Davenport,2,26.99520876,200080,Dominique Monami,22
24.02190281,200018,Julia Abe,156,19.6605065,200001,Martina Hingis,1
26.80082136,200020,Lisa Raymond,27,22.91307324,200060,Tathiana Garbin,50
21.30321697,200044,Denisa Chladkova,42,25.16084873,200086,Magdalena Maleeva,64
21.12799452,200046,Meghann Shaughnessy,65,27.59479808,200059,Ruxandra Dragomir Ilie,32
22.36276523,200015,Petra Mandula,111,21.3908282,200110,Fabiola Zuluaga,34
29.77412731,200042,Els Callens,99,29.11978097,200116,Natalia Zvereva,40
27.71800137,200089,Miriam Oremans,89,24.27652293,200039,Chanda Rubin,25
28.96372348,200026,Florencia Labat,78,32.61601643,200097,Nathalie Tauziat,6
23.88774812,200022,Emmanuelle Gagliardi,72,26.48870637,200652,Monica Seles,3
25.76865161,200058,Anna Foldenyi Dicker,132,22.28884326,200119,Rita Kuti Kis,58
17.13073238,200120,Jelena Dokic,30,24.88980151,200117,Kveta Peschke,43
24.81314168,200106,Angeles Montolio,47,20.90075291,200065,Amelie Mauresmo,14
25.18548939,200010,Rita Grande,63,28.15331964,200016,Sandrine Testud,11
22.79534565,200723,Iva Majoli,193,24.95277207,200084,Asa Svensson,53
18.6201232,200108,Elena Dementieva,26,17.04859685,200043,Virginie Razzano,351
27.09377139,200094,Barbara Rittner,107,25.36892539,200096,Mary Pierce,7
24.09582478,200099,Sonya Jeyaseelan,86,28.44626968,200017,Arantxa Sanchez Vicario,9
23.16769336,200062,Kristina Brandi,37,21.24572211,200027,Magui Serna,46
19.21423682,200011,Katarina Srebotnik,90,22.11088296,200769,Giulia Casoni,101
26.51608487,200019,Alexandra Fusai,185,24.21902806,200032,Barbara Schett,17
22.33812457,200125,Corina Morariu,33,25.48391513,200081,Anke Huber,12
27.62217659,200057,Erika De Lone,75,21.51676934,200732,Magdalena Grzybowska,118
23.01437372,200009,Tamarine Tanasugarn,56,19.94798084,200748,Venus Williams,4
21.27857632,200072,Cara Black,59,28.11772758,200049,Conchita Martinez,5
19.07186858,200773,Stephanie Foretz Gacon,197,28.08761123,200700,Silvia Farina Elia,51
23.92334018,200088,Adriana Gersi,68,24.90075291,200085,Ai Sugiyama,21
18.97604381,200113,Anna Kournikova,15,22.85831622,200054,Sylvia Plischke,35
26.4312115,200061,Gala Leon Garcia,31,28.60232717,200064,Amanda Coetzer,10
20.32854209,200123,Marlene Weingartner,103,24.7008898,200709,Rosana De Los Rios,151
24.61601643,200124,Anne Kremer,38,20.84873374,200070,Anne Gaelle Sidot,28
26.99520876,200080,Dominique Monami,22,17.36618754,200777,Marta Marrero,108
22.91307324,200060,Tathiana Garbin,50,19.6605065,200001,Martina Hingis,1
25.16084873,200086,Magdalena Maleeva,64,27.59479808,200059,Ruxandra Dragomir Ilie,32
21.3908282,200110,Fabiola Zuluaga,34,29.11978097,200116,Natalia Zvereva,40
32.61601643,200097,Nathalie Tauziat,6,24.27652293,200039,Chanda Rubin,25
22.28884326,200119,Rita Kuti Kis,58,26.48870637,200652,Monica Seles,3
24.88980151,200117,Kveta Peschke,43,20.90075291,200065,Amelie Mauresmo,14
28.15331964,200016,Sandrine Testud,11,24.95277207,200084,Asa Svensson,53
17.04859685,200043,Virginie Razzano,351,25.36892539,200096,Mary Pierce,7
21.24572211,200027,Magui Serna,46,28.44626968,200017,Arantxa Sanchez Vicario,9
22.11088296,200769,Giulia Casoni,101,24.21902806,200032,Barbara Schett,17
21.51676934,200732,Magdalena Grzybowska,118,25.48391513,200081,Anke Huber,12
20.97193703,200104,Emilie Loit,158,19.94798084,200748,Venus Williams,4
28.08761123,200700,Silvia Farina Elia,51,28.11772758,200049,Conchita Martinez,5
22.85831622,200054,Sylvia Plischke,35,24.90075291,200085,Ai Sugiyama,21
28.60232717,200064,Amanda Coetzer,10,24.7008898,200709,Rosana De Los Rios,151
20.84873374,200070,Anne Gaelle Sidot,28,17.36618754,200777,Marta Marrero,108
27.59479808,200059,Ruxandra Dragomir Ilie,32,19.6605065,200001,Martina Hingis,1
29.11978097,200116,Natalia Zvereva,40,24.27652293,200039,Chanda Rubin,25
20.90075291,200065,Amelie Mauresmo,14,26.48870637,200652,Monica Seles,3
24.95277207,200084,Asa Svensson,53,25.36892539,200096,Mary Pierce,7
24.21902806,200032,Barbara Schett,17,28.44626968,200017,Arantxa Sanchez Vicario,9
25.48391513,200081,Anke Huber,12,19.94798084,200748,Venus Williams,4
24.90075291,200085,Ai Sugiyama,21,28.11772758,200049,Conchita Martinez,5
24.7008898,200709,Rosana De Los Rios,151,17.36618754,200777,Marta Marrero,108
24.27652293,200039,Chanda Rubin,25,19.6605065,200001,Martina Hingis,1
26.48870637,200652,Monica Seles,3,25.36892539,200096,Mary Pierce,7
19.94798084,200748,Venus Williams,4,28.44626968,200017,Arantxa Sanchez Vicario,9
17.36618754,200777,Marta Marrero,108,28.11772758,200049,Conchita Martinez,5
19.6605065,200001,Martina Hingis,1,25.36892539,200096,Mary Pierce,7
28.44626968,200017,Arantxa Sanchez Vicario,9,28.11772758,200049,Conchita Martinez,5
28.11772758,200049,Conchita Martinez,5,25.36892539,200096,Mary Pierce,7
24.88980151,200106,Angeles Montolio,42,19.73716632,200001,Martina Hingis,1
22.18754278,200769,Giulia Casoni,88,26.32443532,200075,Jing Qian Yi,78
21.3798768,200044,Denisa Chladkova,37,18.29979466,200002,Mirjana Lucic,58
26.2532512,200051,Irina Spirlea,69,22.4476386,200007,Silvija Talaja,22
29.26762491,200028,Maureen Drake,101,25.30595483,200053,Lubomira Bacheva,86
18.35181383,201079,Hannah Collin,349,19.34839151,200122,Tina Pisnik,67
21.3744011,200767,Holly Parkinson,91,22.43394935,201080,Louise Latimer,119
25.01300479,201081,Joanne Ward,253,25.56057495,200081,Anke Huber,11
29.79329227,200112,Julie Halard Decugis,14,26.52703628,200082,Kristie Boogert,85
27.67145791,200059,Ruxandra Dragomir Ilie,26,28.1779603,200037,Sabine Appelmans,27
23.43600274,200121,Alina Jidkova,93,20.62149213,200765,Katalin Marosi,108
22.43942505,200015,Petra Mandula,105,23.94524298,200040,Anna Smashnova,59
28.58042437,200661,Samantha Smith,416,21.35523614,200072,Cara Black,45
24.35318275,200039,Chanda Rubin,18,21.34428474,200109,Nathalie Dechy,24
24.23545517,200713,Yuka Yoshida,135,24.97741273,200085,Ai Sugiyama,20
24.96646133,200117,Kveta Peschke,41,20.02464066,200748,Venus Williams,5
24.69267625,200124,Anne Kremer,34,28.19438741,200049,Conchita Martinez,4
27.69883641,200057,Erika De Lone,68,24.1724846,200099,Sonya Jeyaseelan,79
21.53045859,200098,Henrieta Nagyova,70,23.76180698,200101,Jana Kandarr,96
26.04791239,200012,Jana Nejedly,71,26.87748118,200020,Lisa Raymond,21
23.85489391,201082,Lorna Woodroffe,297,27.76728268,200041,Amy Frazier,25
22.13552361,200050,Sandra Kleinova,109,19.41136208,200008,Alicia Molik,130
18.69678303,200108,Elena Dementieva,29,18.05065024,200069,Nadia Petrova,57
24.29568789,200032,Barbara Schett,17,20.64887064,200052,Olga Barabanschikova,92
28.22997947,200016,Sandrine Testud,10,19.05270363,200113,Anna Kournikova,19
17.30047912,201083,Daja Bedanova,142,20.92539357,200070,Anne Gaelle Sidot,28
24.64065708,200073,Julie Pullin,140,29.19644079,200116,Natalia Zvereva,60
24.77754962,200709,Rosana De Los Rios,84,23.09103354,200009,Tamarine Tanasugarn,40
26.0971937,200087,Seda Noorlander,99,25.78781656,200066,Cristina Torrens Valero,73
24.37234771,200100,Amanda Hopmans,75,21.59342916,200732,Magdalena Grzybowska,80
24,200088,Adriana Gersi,66,23.04996578,200714,Yvette Basting,186
25.0294319,200084,Asa Svensson,38,18.74880219,200033,Serena Williams,8
32.69267625,200097,Nathalie Tauziat,7,17.0513347,200079,Kim Clijsters,31
24.43805613,200076,Laurence Courtois,124,18.96783025,200772,Anastasia Myskina,43
26.81177276,200682,Joannette Kruger,65,23.24435318,200062,Kristina Brandi,39
19.65776865,201084,Nadejda Ostrovskaya,110,29.0403833,200026,Florencia Labat,72
29.27583847,200715,Mariaan De Swardt,247,20.42984257,200115,Brie Rippner,126
23.08555784,200045,Tara Snyder,87,23.9945243,201085,Shinobu Asagoe,106
21.20465435,201086,Greta Arn,171,17.2073922,200120,Jelena Dokic,30
20.97741273,200065,Amelie Mauresmo,13,26.50787132,200061,Gala Leon Garcia,47
24.07118412,201087,Mashona Washington,132,28.678987,200064,Amanda Coetzer,12
28.16427105,200700,Silvia Farina Elia,56,22.22039699,200068,Lilia Osterloh,77
22.36550308,200119,Rita Kuti Kis,51,19.52908966,200083,Alexandra Stevenson,46
19.29089665,200011,Katarina Srebotnik,94,21.89185489,200114,Patricia Wartusch,74
22.25051335,200093,Amelie Cocheteux,83,25.23750856,200086,Magdalena Maleeva,63
16.15879535,200111,Lina Krasnoroutskaya,103,27.79466119,200089,Miriam Oremans,111
26.34907598,201088,Karen Cross,209,21.32238193,200027,Magui Serna,49
27.3100616,200036,Nicole Pratt,50,25.44558522,200096,Mary Pierce,3
26.89938398,200006,Karina Habsudova,53,26.56536619,200652,Monica Seles,6
26.091718,200024,Maria Vento Kabchi,89,29.85078713,200042,Els Callens,100
27.17043121,200094,Barbara Rittner,113,25.06776181,200706,Catalina Cristea,102
23.86858316,200063,Tatiana Panova,36,24.61875428,200127,Sarah Pitkowski Malcor,44
18.97330595,200056,Jelena Kostanic Tosic,82,19.85763176,200092,Sandra Nacuk,118
21.41273101,200078,Barbara Schwartz,123,25.92744695,201089,Lucie Ahl,214
23.34017796,200728,Melanie Schnell,188,25.26214921,200010,Rita Grande,61
18.0698152,200003,Justine Henin,90,28.5229295,200017,Arantxa Sanchez Vicario,9
27.07186858,200080,Dominique Monami,15,24.24366872,200077,Jennifer Capriati,16
22.63381246,200035,Maria Sanchez Lorenzo,62,21.20465435,200046,Meghann Shaughnessy,55
22.93497604,200054,Sylvia Plischke,54,20.40520192,200123,Marlene Weingartner,97
23.96440794,200022,Emmanuelle Gagliardi,81,24.00821355,200107,Paola Suarez,52
22.98973306,200060,Tathiana Garbin,48,21.53319644,200067,Patty Schnyder,35
22.23682409,200030,Miroslava Vavrinec,95,24.79945243,200048,Elena Likhovtseva,23
22.41478439,200125,Corina Morariu,32,24.04928131,200128,Lindsay Davenport,2
26.32443532,200075,Jing Qian Yi,78,19.73716632,200001,Martina Hingis,1
18.29979466,200002,Mirjana Lucic,58,22.4476386,200007,Silvija Talaja,22
25.30595483,200053,Lubomira Bacheva,86,19.34839151,200122,Tina Pisnik,67
22.43394935,201080,Louise Latimer,119,25.56057495,200081,Anke Huber,11
26.52703628,200082,Kristie Boogert,85,28.1779603,200037,Sabine Appelmans,27
20.62149213,200765,Katalin Marosi,108,23.94524298,200040,Anna Smashnova,59
21.35523614,200072,Cara Black,45,21.34428474,200109,Nathalie Dechy,24
24.97741273,200085,Ai Sugiyama,20,20.02464066,200748,Venus Williams,5
28.19438741,200049,Conchita Martinez,4,24.1724846,200099,Sonya Jeyaseelan,79
23.76180698,200101,Jana Kandarr,96,26.87748118,200020,Lisa Raymond,21
19.41136208,200008,Alicia Molik,130,27.76728268,200041,Amy Frazier,25
18.05065024,200069,Nadia Petrova,57,20.64887064,200052,Olga Barabanschikova,92
19.05270363,200113,Anna Kournikova,19,20.92539357,200070,Anne Gaelle Sidot,28
29.19644079,200116,Natalia Zvereva,60,23.09103354,200009,Tamarine Tanasugarn,40
21.59342916,200732,Magdalena Grzybowska,80,25.78781656,200066,Cristina Torrens Valero,73
23.04996578,200714,Yvette Basting,186,18.74880219,200033,Serena Williams,8
17.0513347,200079,Kim Clijsters,31,18.96783025,200772,Anastasia Myskina,43
29.0403833,200026,Florencia Labat,72,23.24435318,200062,Kristina Brandi,39
23.9945243,201085,Shinobu Asagoe,106,20.42984257,200115,Brie Rippner,126
26.50787132,200061,Gala Leon Garcia,47,17.2073922,200120,Jelena Dokic,30
28.678987,200064,Amanda Coetzer,12,22.22039699,200068,Lilia Osterloh,77
19.52908966,200083,Alexandra Stevenson,46,21.89185489,200114,Patricia Wartusch,74
