player_id,first_name,last_name,hand,country_code
200075,Jing Qian,Yi,R,CHN
200076,Laurence,Courtois,R,BEL
200077,Jennifer,Capriati,R,USA
200078,Barbara,Schwartz,L,AUT
200079,Kim,Clijsters,R,BEL
200080,Dominique,Monami,R,BEL
200081,Anke,Huber,R,GER
200082,Kristie,Boogert,R,NED
200083,Alexandra,Stevenson,R,USA
200084,Asa,Svensson,R,SWE
200085,Ai,Sugiyama,R,JPN
200086,Magdalena,Maleeva,R,BUL
200087,Seda,Noorlander,R,NED
200088,Adriana,Gersi,R,CZE
200089,Miriam,Oremans,R,NED
200090,Anca,Barna,L,GER
200091,Janet,Lee,R,TPE
200092,Sandra,Nacuk,R,SCG
200093,Amelie,Cocheteux,L,FRA
200094,Barbara,Rittner,R,GER
200095,Linda,Wild,R,USA
200096,Mary,Pierce,R,FRA
200097,Nathalie,Tauziat,R,FRA
200098,Henrieta,Nagyova,R,SVK
200099,Sonya,Jeyaseelan,R,CAN
200100,Amanda,Hopmans,R,NED
200101,Jana,Kandarr,R,GER
200102,Melissa,Dowse,U,AUS
200103,Evie,Dominikovic,R,AUS
200104,Emilie,Loit,L,FRA
200105,Rachel,Mcquillan,U,AUS
200106,Angeles,Montolio,R,ESP
200107,Paola,Suarez,R,ARG
200108,Elena,Dementieva,R,RUS
200109,Nathalie,Dechy,R,FRA
200110,Fabiola,Zuluaga,R,COL
200111,Lina,Krasnoroutskaya,R,RUS
200112,Julie,Halard Decugis,R,FRA
200113,Anna,Kournikova,R,RUS
200114,Patricia,Wartusch,R,AUT
200115,Brie,Rippner,R,USA
200116,Natalia,Zvereva,R,BLR
200117,Kveta,Peschke,R,CZE
200118,Virginia,Ruano Pascual,R,ESP
200119,Rita,Kuti Kis,L,HUN
200120,Jelena,Dokic,R,AUS
200121,Alina,Jidkova,R,RUS
200122,Tina,Pisnik,R,SLO
200123,Marlene,Weingartner,R,GER
200124,Anne,Kremer,R,LUX
200125,Corina,Morariu,R,USA
200126,Marissa,Gould,R,USA
200127,Sarah,Pitkowski Malcor,R,FRA
200128,Lindsay,Davenport,R,USA
200129,Lesley,Bowrey,R,AUS
200131,Judith,Gohn,U,AUS
200134,Kerry,Ballard,U,AUS
200135,Lorraine,Robinson,U,AUS
200139,Lita,Sugiarto,U,INA
200141,Wendy,Gilchrist,L,AUS
200143,Kathleen,Harter,U,USA
200144,Margaret,Court,R,AUS
200145,Kerry,Harris,U,AUS
200146,Cynthia,Doerner,U,AUS
200150,Evonne,Cawley,R,AUS
200151,Ada,Bakker,U,NED
200152,Gail,Benedetti,R,FRA
200157,Lynne,Nette,U,AUS
200158,Carol,Zeeman,U,AUS
200159,Rosie,Casals,R,USA
200160,Judy,Dalton,U,AUS
200162,Judith,Salome,U,NED
200165,Lany,Kaligis,U,INA
200168,Karen,Krantzcke,R,AUS
200170,Beverley,Rae,U,AUS
200171,Janet,Young,U,AUS
200175,Mary Ann,Beattie,U,USA
200176,Kerry,Reid,R,AUS
200179,Barbara,Hawcroft,U,AUS
200180,Astrid,Suurbeck,U,NED
200183,Elena,Subirats,U,MEX
200184,Helen,Cawley,U,AUS
200185,Lesley,Hunt,U,AUS
200188,Helen,Amos,U,AUS
200190,Billie Jean,King,R,USA
200193,Ann,Jones,L,GBR
200194,Francoise,Durr,R,FRA
200196,Kerryl,Chute,U,AUS
200197,Pamela,Brand,U,AUS
200200,Norma,Marsh,U,AUS
200203,Vicki,Lancaster Kerr,U,AUS
200209,Wendy,Turnbull,U,AUS
200211,Winnie,Wooldridge,U,GBR
200212,Elizabeth,Allan,R,AUS
200213,Jan,Oneill,U,AUS
200214,Christina,Sandberg,U,SWE
200217,Adrienne,Avis,U,AUS
200219,Patricia,Coleman,U,AUS
200220,Patti,Hogan,U,USA
200221,Dianne,Balestrat,U,AUS
200223,Sharon,Walsh Pete,R,USA
200225,Helen,Worland,R,AUS
200226,Mona,Guerrant,U,USA
200228,Olga,Morozova,U,URS
200232,Ann,Lebedeff,U,USA
200233,Christine,Dorey,U,AUS
200234,Pam,Whytcross,U,AUS
200237,Virginia,Wade,R,GBR
200238,Nathalie,Fuchs,U,FRA
200240,Eugenia,Birioukova,U,AZE
200241,Duk Hee,Lee,U,KOR
200243,Glynis,Coles,U,GBR
200245,Soon Oh,Lee,U,KOR
200247,Dorte,Ekner,U,DEN
200250,Lindsay,Blachford,U,GBR
200251,Kazuko,Sawamatsu,U,JPN
200252,Monique,Van Haver,U,BEL
200253,Kiyoko,Nomura,U,JPN
200254,Michele,Gurdal,U,BEL
200255,Lesley,Charles,U,GBR
200256,Chris,Oneil,R,AUS
200258,Jeong Soon,Yang,U,KOR
200259,Chris,Evert,R,USA
200260,Katerleen,Szeman,U,HUN
200261,Toshiko,Sade,U,JPN
200262,Jenny,Walker,U,AUS
200263,Janet,Wright,U,USA
200264,Helena,Anliot,U,SWE
200265,Lindsey,Beaven,U,GBR
200266,Sue,Barker,R,GBR
200269,Jill,Schwikert,U,USA
200270,Nellemieke,Brouwer,U,NED
200271,Margareta,Forsgardh,U,SWE
200272,Brenda,Dale,U,AUS
200273,Nerida,Gregory,U,AUS
200274,Julie,Heldman,U,USA
200275,Ann,Kiyomura Hayashi,R,USA
200280,Joy,Schwikert,U,USA
200281,Jackie,Fayter,U,GBR
200282,Jenny,Dimond,U,AUS
200283,Pam,Teeguarden,U,USA
200284,Nora,Lauteslager,U,NED
200285,Mimi,Wikstedt,U,SWE
200286,Peggy,Michel,U,USA
200288,Sue,Mappin,R,GBR
200290,Deborah,Fiuza,U,POR
200291,Diane,Evers,U,AUS
200293,Martina,Navratilova,L,USA
200296,Belinda,Thompson,U,GBR
200297,Natasha,Chmyreva,U,URS
200298,Laura,Du Pont,U,USA
200299,Kaye,Hallam,U,AUS
200300,Sally,Greer,U,USA
200302,Linda,Mottram,U,GBR
200305,Carol,Draper,U,AUS
200306,Jan,Wilton,U,AUS
200308,Kym,Ruddell,U,AUS
200311,Cecilia,Martinez,U,USA
200312,Frederique,Thibault,U,FRA
200313,Lotta,Stenberg,U,SWE
200314,Brigitte,Simon Glinel,U,FRA
200315,Nina,Bohm,U,SWE
200316,Heidi,Eisterlehner,R,GER
200317,Helga,Masthoff,U,FRG
200318,Michelle,Tyler,U,GBR
200319,Cathy,Griffiths,U,AUS
200320,Renata,Tomanova,U,GER
200321,Elisabeth,Ekblom,U,SWE
200323,Rene,Blount,U,USA
200324,Beth,Norton,U,USA
200325,Leanne,Harrison Austin,U,AUS
200326,Naoko,Sato,U,JPN
200327,Birgitte,Hermansen,U,DEN
200328,Patricia,Bostrom,U,USA
200329,Mary,Sawyer,U,AUS
200330,Sue,Saliba,U,AUS
200331,Kim,Sands,U,USA
200332,Amanda,Tobin Dingwall,R,AUS
200333,Betsy,Nagelsen,R,USA
200334,Sabina,Simmonds,R,ITA
200335,Judy,Chaloner,U,NZL
200336,Keryn,Pratt,U,AUS
200337,Virginia,Ruzici,R,ROU
200338,Elizabeth,Little,U,AUS
200339,Linda,Cassell,R,AUS
200340,Marcella,Mesker,U,NED
200341,Jutta,Diesslin,U,FRG
200342,Chris,Newton,U,NZL
200343,Susan,Leo,U,AUS
200344,Barbara,Jordan,R,USA
200345,Brenda,Catton,U,AUS
200346,Anne,Minter,U,AUS
200347,Bernadette,Randall,U,AUS
200348,Hana,Mandlikova,R,AUS
200349,Dianne,Morrison,U,USA
200350,Felicia,Hutnick,U,USA
200351,Lindsay,Morse,U,USA
200352,Greer,Stevens,U,RSA
200353,Lele,Forood,U,USA
200354,Claudia,Kohde Kilsch,R,GER
200355,Diane,Desfor,U,USA
200356,Betty,Stove,U,NED
200357,Rosalyn,Nideffer,R,USA
200358,Marcie,Harper,U,USA
200359,Christiane,Jolissaint,U,SUI
200360,Pam,Shriver,R,USA
200361,Marie,Pinterova,U,HUN
200362,Liz,Smylie,U,AUS
200363,Hana,Strachonova,U,SUI
200364,Barbara,Hallquist,U,USA
200365,Tanya,Harford,U,RSA
200366,Sylvia,Hanika,U,GER
200367,Nanette,Schutte,U,NED
200368,Miranda,Yates,U,AUS
200369,Candy,Reynolds,U,USA
200370,Marie Christine,Calleja,U,FRA
200371,Mima,Jausovec,U,SLO
200372,Bettina,Bunge,U,GER
200373,Bonnie,Gadusek,U,USA
200374,Helga,Lutten,R,GER
200375,Barbara,Potter,U,USA
200376,Katerina,Bohmova,L,CZE
200377,Helena,Sukova,R,CZE
200378,Anne,Smith,R,USA
200379,Paula,Smith,U,USA
200380,Nancy,Yeargin,U,USA
200381,Andrea,Jaeger,U,USA
200382,Isabelle,Villiger,U,SUI
200383,Anne,Hobbs,U,GBR
200384,Eva,Pfaff,U,GER
200385,Brenda,Remilton,U,AUS
200386,Corinne,Vanier,U,FRA
200387,Anne,White,U,USA
200388,Leslie,Allen,U,USA
200389,Kathy,Jordan,U,USA
200390,Mary Lou,Daniels,R,USA
200391,Sherry,Acker,U,USA
200392,Jo,Durie,R,GBR
200393,Lea,Antonoplis,U,USA
200394,Marjorie,Blackwood,U,CAN
200395,Catherine,Tanvier,U,FRA
200396,Kim,Steinmetz,U,USA
200397,Tracy,Austin,R,USA
200398,Iva,Budarova,U,TCH
200399,Jennifer,Mundel,U,RSA
200400,Kate,Latham,U,USA
200401,Manuela,Maleeva Fragniere,R,SUI
200402,Wendy,Prausa,R,USA
200403,Andrea,Leand,U,USA
200404,Zina,Garrison,U,USA
200405,Susan,Mascarin,U,USA
200406,Claudia,Monteiro,U,BRA
200407,Camille,Benjamin,U,USA
200408,Alycia,Moulton,U,USA
200409,Petra,Delhees Jauch,L,SUI
200410,Yvonne,Vermaak,R,RSA
200411,Jane,Preyer,U,USA
200412,Vicki,Nelson Dunbar,U,USA
200413,Heather,Ludloff,U,USA
200414,Steffi,Graf,R,GER
200415,Catherine,Suire,U,FRA
200416,Robin,White,U,USA
200417,Gigi,Fernandez,U,USA
200418,Amanda,Brown,U,GBR
200419,Kathy,Rinaldi Stunkel,U,USA
200420,Anna Maria,Fernandez,U,USA
200421,Pascale,Paradis Mangon,R,FRA
200422,Raffaella,Reggi Concato,U,ITA
200423,Carling,Bassett Seguso,U,CAN
200424,Etsuko,Inoue,U,JPN
200425,Sophie,Amiach,U,FRA
200426,Kim,Staunton,U,AUS
200427,Beth,Herr,U,USA
200428,Lori,Mcneil,U,USA
200429,Elizabeth,Minter,U,AUS
200430,Marcela,Skuherska,U,TCH
200431,Lilian,Kelaidis,U,SUI
200432,Laura,Bernstein,U,USA
200433,Kim,Jones Shaefer,R,USA
200434,Shelley,Solomon,U,USA
200435,Barbara,Gerken,U,USA
200436,Carina,Karlsson,U,SWE
200437,Annabel,Croft,U,GBR
200438,Michaela,Washington,U,USA
200439,Jenny,Byrne,U,AUS
200440,Shawn,Foltz,U,USA
200441,Louise,Field,U,AUS
200442,Andrea,Temesvari,R,HUN
200443,Sara,Gomer,U,GBR
200444,Elise,Burgin,U,USA
200445,Svetlana,Cherneva,U,RUS
200446,Colleen,Carney,U,AUS
200447,Adriana,Villagran Reami,U,ARG
200448,Sandy,Collins,U,USA
200449,Petra,Keppeler,U,GER
200450,Larisa,Savchenko,U,URS
200451,Beverly,Mould,U,RSA
200452,Tine,Scheuer Larsen,U,DEN
200453,Catarina,Lindqvist Ryan,U,SWE
200454,Myriam,Schropp,U,GER
200455,Katerina,Maleeva,U,BUL
200456,Masako,Yanagi,U,JPN
200457,Andrea,Holikova,U,TCH
200458,Rebecca,Bryant,U,AUS
200459,Linda,Gates,U,USA
200460,Regina,Marsikova,U,CZE
200461,Lisa,Spain Short,R,USA
200462,Belinda,Cordwell,U,NZL
200463,Terry,Holladay,U,USA
200464,Ann,Henricksson,U,USA
200465,Lisa,Bonder Kreiss,R,USA
200466,Molly,Van Nostrand,U,USA
200467,Janine,Tremelling,U,AUS
200468,Hu,Na,U,USA
200469,Nicole,Bradtke,U,AUS
200470,Dee Ann,Hansel,U,USA
200471,Jamie,Golder,U,USA
200472,Helen,Kelesi,U,CAN
200473,Beverly,Bowes Hackney,R,USA
200474,Louise,Allen,U,USA
200475,Lisa,Oneill,U,AUS
200476,Cammy,Macgregor,U,USA
200477,Susan,Rimes,U,USA
200478,Caryn,Copeland Wilson,U,USA
200479,Emiko,Okagawa,U,JPN
200480,Claudia,Porwik,U,GER
200481,Elna,Reinach,U,RSA
200482,Judith,Wiesner,R,AUT
200483,Kumiko,Okamoto,U,JPN
200484,Ann,Devries,U,BEL
200485,Manon,Bollegraf,U,NED
200486,Csilla,Cserepy,U,SUI
200487,Eva,Krapl,U,SUI
200488,Alison,Scott,U,AUS
200489,Yukie,Koizumi,U,JPN
200490,Michaela,Pazderova,U,TCH
200491,Christina,Singer,U,GER
200492,Tina,Mochizuki,R,USA
200493,Marianne,Van Der Torre,U,NED
200494,Dianne,Van Rensburg,U,RSA
200495,Akiko,Kijimuta,U,JPN
200496,Terry,Phelps,U,USA
200497,Patricia,Hy Boulais,U,CAN
200498,Michelle,Jaggard Lai,U,AUS
200499,Sally,Mccann,U,AUS
200500,Pilar,Vasquez,U,PER
200501,Marianne,Werdel Witmeyer,U,USA
200502,Andrea,Betzner,U,GER
200503,Gretchen,Magers,R,USA
200504,Julie,Salmon,U,GBR
200505,Michelle,Bowrey,R,AUS
200506,Wiltrud,Probst,R,GER
200507,Kathrin,Keil,U,USA
200508,Virginie,Paquet,U,FRA
200509,Michelle,Turk,U,AUS
200510,Julie,Richardson,U,NZL
200511,Amy,Jonsson Raaholt,U,NOR
200512,Clare,Thompson,U,AUS
200513,Pamela,Jung,U,USA
200514,Monique,Javer,R,GBR
200515,Lindsay,Bartlett,U,USA
200516,Jennifer,Fuchs,U,USA
200517,Xanthe,Adams,U,AUS
200518,Paulette,Moreno,U,HKG
200519,Sybille,Niox Chateau,U,FRA
200520,Sarah,Loosemore,U,GBR
200521,Hellas,Ter Riet,U,NED
200522,Nicole,Krijger Jagerman,U,NED
200523,Olga,Tsarbopoulou,U,GRE
200524,Karen,Deed,U,AUS
200525,Jennifer,Goodling,U,USA
200526,Carol,Christian,U,USA
200527,Maria Christine,Damas,U,FRA
200528,Katie,Rickett,U,GBR
200529,Jill,Smoller,U,USA
200530,Radomira,Zrubakova,R,SVK
200531,Elizabeth,Galphin,U,USA
200532,Maider,Laval,U,FRA
200533,Pam,Casale Telford,R,USA
200534,Melissa,Brown,U,USA
200535,Jo Anne,Faull,U,AUS
200536,Stephanie,Faulkner,U,AUS
200537,Cynthia,Macgregor,U,USA
200538,Akemi,Nishiya,R,JPN
200539,Jana,Novotna,R,CZE
200540,Amy,Schwartz,U,USA
200541,Sherri,Norris,U,USA
200542,Clare,Wood,R,GBR
200543,Jill,Hetherington,U,CAN
200544,Celine,Cohen,U,SUI
200545,Ei,Iida,U,JPN
200546,Stephanie,Savides,U,USA
200547,Sandra,Wasserman,U,BEL
200548,Patty,Fendick,U,USA
200549,Penny,Barg Mager,R,USA
200550,Emmanuelle,Derly,U,FRA
200551,Teresa,Edgar,U,GBR
200552,Maria,Lindstrom,U,SWE
200553,Carin,Bakkum,U,NED
200554,Brenda,Schultz Mccarthy,R,NED
200555,Valda,Lake,U,GBR
200556,Wendy,Wood,U,USA
200557,Katrina,Adams,U,USA
200558,Leigh Anne,Eldredge,U,USA
200559,Kristine,Kunce,U,AUS
200560,Rene,Collins,L,CAN
200561,Cathy,Caverzasio,U,SUI
200562,Martina,Pawlik,U,GER
200563,Jane,Taylor,U,AUS
200564,Hester,Witvoet,U,NED
200565,Nathalie,Guerree Spitzer,U,FRA
200566,Donna,Faber,U,USA
200567,Jennifer,Santrock,U,USA
200568,Andrea,Farley,U,USA
200569,Petra,Pichalova Langrova,U,TCH
200570,Veronika,Martinek,U,GER
200571,Jonna,Jonerup,U,SWE
200572,Gabriela,Sabatini,R,ARG
200573,Cecilia,Dahlman,U,SWE
200574,Eva,Sviglerova,U,CZE
200575,Anna,Ivan,U,USA
200576,Nathalie,Herreman,U,FRA
200577,Louise,Stacey,U,AUS
200578,Rennae,Stubbs,R,AUS
200579,Karin,Kschwendt,R,AUT
200580,Kimberly,Kessaris,U,USA
200581,Tamaka,Takagi,U,JPN
200582,Maria,Strandlund Tomsvik,U,SWE
200583,Laxmi,Poruri,U,USA
200584,Laura,Golarsa,R,ITA
200585,Kathy,Horvath,U,USA
200586,Federica,Bonsignori,U,ITA
200587,Silke,Meier,U,GER
200588,Renata,Baranski,U,POL
200589,Halle,Cioffi,U,USA
200590,Gisele,Miro,U,BRA
200591,Ronni,Reis,U,USA
200592,Sandrine,Jaquet,U,SUI
200593,Karine,Quentrec,U,FRA
200594,Iwona,Kuczynska,U,POL
200595,Ann,Wunderlich,U,USA
200596,Sabine,Krein Auer,U,GER
200597,Mary Joe,Fernandez,R,USA
200598,Jeri,Ingram,U,USA
200599,Carrie,Cunningham,U,USA
200600,Simone,Schilder,U,NED
200601,Leila,Meskhi,U,GEO
200602,Shaun,Stafford,U,USA
200603,Justine,Hodder,U,AUS
200604,Barbara,Paulus,U,AUT
200605,Regina,Rajchrtova,U,TCH
200606,Nana,Smith,R,JPN
200607,Beate,Reinstadler,U,AUT
200608,Audra,Keller,U,USA
200609,Steffi,Menning,U,GER
200610,Stacey,Martin,U,USA
200611,Tracey,Morton Rodgers,U,AUS
200612,Natalia,Medvedeva,U,UKR
200613,Lise,Gregory,L,RSA
200614,Elena,Pampoulova,U,BUL
200615,Kristin,Godridge,U,HKG
200616,Pascale,Etchemendy,U,FRA
200617,Kimiko,Date Krumm,R,JPN
200618,Eva Maria,Schurhoff,U,GER
200619,Kate,Mcdonald,U,AUS
200620,Kirrily,Sharpe,U,AUS
200621,Isabelle,Demongeot,U,FRA
200622,Maya,Kidowaki,U,JPN
200623,Petra,Thoren,U,FIN
200624,Tami,Whitlinger Jones,U,USA
200625,Jana,Pospisilova,U,CZE
200626,Emanuela,Zardo,U,SUI
200627,Petra,Schwarz,U,AUT
200628,Sabrina,Goles,U,YUG
200629,Cristina,Tessi,U,ARG
200630,Laura,Gildemeister,U,PER
200631,Maria,Ekstrand,U,SWE
200632,Andrea,Strnadova,U,CZE
200633,Stacey,Schefflin,U,USA
200634,Elena,Brioukhovets,U,UKR
200635,Ingelise,Driehuis,U,NED
200636,Danielle,Jones,U,AUS
200637,Catherine,Barclay,U,AUS
200638,Stephanie,Rottier,U,NED
200639,Claudine,Toleafoa,U,NZL
200640,Mercedes,Paz,U,ARG
200641,Patricia,Tarabini,R,ARG
200642,Denisa,Szabova,U,SVK
200643,Petra,Kamstra,U,NED
200644,Naoko,Sawamatsu,U,JPN
200645,Maja,Zivec Skulj,U,GER
200646,Francesca,Romano,U,ITA
200647,Noelle,Van Lottum,U,FRA
200648,Marketa,Kochta,U,GER
200649,Ginger,Helgeson Nielsen,R,USA
200650,Isabel,Cueto,U,GER
200651,Sabine,Hack,U,GER
200652,Monica,Seles,L,USA
200653,Yayuk,Basuki,R,INA
200654,Patty,Oreilly,U,USA
200655,Nicole,Arendt,L,USA
200656,Jessica,Emmons,U,USA
200657,Radka,Bobkova,R,CZE
200658,Fang,Li,R,CHN
200659,Rika,Hiraki,U,JPN
200660,Kimberly,Po Messerli,R,USA
200661,Samantha,Smith,R,GBR
200662,Joanne,Limmer,U,AUS
200663,Nanne,Dahlman,U,FIN
200664,Stephanie,Rehe,U,USA
200665,Yone,Kamio,U,JPN
200666,Marion,Maruska,R,AUT
200667,Ines,Gorrochategui,R,ARG
200668,Silke,Frankl,U,GER
200669,Debbie,Graham,R,USA
200670,Nathalie,Housset Gilbert,U,FRA
200671,Meike,Babel,R,GER
200672,Barbara,Mulej,R,SLO
200673,Susan,Sloane Lundy,R,USA
200674,Bettina,Fulco Villella,R,ARG
200675,Eugenia,Maniokova,R,RUS
200676,Mana,Endo,U,JPN
200677,Katja,Oeljeklaus,U,GER
200678,Gloria,Pizzichini,R,ITA
200679,Caroline,Kuhlman,U,USA
200680,Nadin,Ercegovic,U,CRO
200681,Natalia,Baudone Furlan,U,ITA
200682,Joannette,Kruger,R,RSA
200683,Monique,Kiene,U,NED
200684,Shi Ting,Wang,R,TPE
200685,Christelle,Fauche,U,SUI
200686,Sandra,Dopfer,U,AUT
200687,Katarzyna,Nowak,U,POL
200688,Noelia,Perez Penate,U,ESP
200689,Tessa,Price,U,RSA
200690,Kyoko,Nagatsuka,U,JPN
200691,Flora,Perfetti,U,ITA
200692,Marzia,Grossi,U,ITA
200693,Elena,Makarova,U,RUS
200694,Elly,Hakami,U,USA
200695,Tina,Krizan,R,SLO
200696,Christina,Papadaki,R,GRE
200697,Janette,Husarova,R,SVK
200698,Petra,Begerow,U,GER
200699,Meredith,Mcgrath,U,USA
200700,Silvia,Farina Elia,R,ITA
200701,Caroline,Vis,R,NED
200702,Naoko,Kijimuta,U,JPN
200703,Katarina,Studenikova,R,SVK
200704,Maria Jose,Gaidano,U,ARG
200705,Linda,Ferrando,U,ITA
200706,Catalina,Cristea,R,ROU
200707,Romana,Tedjakusuma,U,INA
200708,Sandra,Cacic,R,USA
200709,Rosana,De Los Rios,R,PAR
200710,Magdalena,Feistel,U,POL
200711,Tatiana,Ignatieva,U,BLR
200712,Katerina,Kroupova,U,CZE
200713,Yuka,Yoshida,R,JPN
200714,Yvette,Basting,R,NED
200715,Mariaan,De Swardt,R,RSA
200716,Sung Hee,Park,U,KOR
200717,Anne,Miller,R,USA
200718,Ludmila,Richterova,U,CZE
200719,Siobhan,Drake Brockman,U,AUS
200720,Dally,Randriantefy,R,MAD
200721,Hiromi,Nagano,U,JPN
200722,Francesca,Lubiani,L,ITA
200723,Iva,Majoli,R,CRO
200724,Lea,Ghirardi,R,FRA
200725,Sandra,Cecchini,U,ITA
200726,Nancy,Feber,U,BEL
200727,Adriana,Serra Zanetti,R,ITA
200728,Melanie,Schnell,R,AUT
200729,Lindsay,Lee Waters,R,USA
200730,Min,Tang,U,HKG
200731,Gail,Biggs,U,AUS
200732,Magdalena,Grzybowska,R,POL
200733,Trudi,Musgrave,U,AUS
200734,Tatjana,Jecmenica,U,SRB
200735,Miho,Saeki,R,JPN
200736,Li Ling,Chen,U,CHN
200737,Aleksandra,Olsza,U,POL
200738,Lenka,Cenkova,U,CZE
200739,Stephanie,De Ville,U,BEL
200740,Elena,Tatarkova,L,UKR
200741,Renee,Reid,U,AUS
200742,Olga,Lugina,U,UKR
200743,Nirupama,Sanjeev,R,IND
200744,Svetlana,Krivencheva,R,BUL
200745,Andrea,Glass,R,GER
200746,Sandra,Kloesel,R,GER
200747,Haruka,Inoue,R,JPN
200748,Venus,Williams,R,USA
200749,Samantha,Reeves,R,USA
200750,Karin,Miller,R,USA
200751,Conchita,Martinez Granados,R,ESP
200752,Raluca,Sandu,R,ROU
200753,Cindy,Watson,U,AUS
200754,Jill,Craybas,R,USA
200755,Daniela,Marzano,U,ITA
200756,Bunny,Bruning,U,USA
200758,Rayni,Fox,U,USA
200759,Katja,Ebbinghaus,U,FRG
200760,Pauline,Elliott,U,NZL
200763,Cathy,Drury,U,GBR
200764,Elena,Bovina,R,RUS
200765,Katalin,Marosi,R,HUN
200766,Jennifer,Hopkins,R,USA
200767,Holly,Parkinson,R,USA
200768,Laurence,Andretto,R,FRA
200769,Giulia,Casoni,R,ITA
200770,Stephanie,Cohen Aloro,R,FRA
200771,Sophie,Erre,R,FRA
200772,Anastasia,Myskina,R,RUS
200773,Stephanie,Foretz Gacon,R,FRA
200774,Vanessa,Webb,L,CAN
200775,Tatiana,Kovaltchouk,U,UKR
200776,Angelika,Bachmann,R,GER
200777,Marta,Marrero,R,ESP
200778,Irene,Fraisse,U,FRA
200779,Maryna,Proctor,U,RSA
200780,Irena,Skulj,U,YUG
200781,Edda,Buding,U,FRG
200782,Esme,Emanuel,U,RSA
200784,Faye,Moore,U,AUS
200785,Vlasta,Kodesova,U,CZE
200786,Claudine,Rouire,U,FRA
200787,Fiorella,Bonicelli,U,URU
200788,Carol Ann,Kalogeropoulos,U,GRE
200789,Lea,Pericoli,U,ITA
200791,Rosy,Darmon,U,FRA
200792,Christina,Lindstrom,U,FIN
200793,Mabel,Vrancovich,U,ARG
200794,Marianne,Kindler,U,SUI
200795,Patricia,Montano,U,MEX
200796,Sally,Holdsworth,U,GBR
200798,Lubka,Radkova,U,BUL
200799,Christiane,Spinoza,U,FRA
200800,Frances,Maclennan,U,GBR
200803,Raquel,Giscafre,U,ARG
200804,Anna,Dmitrieva,U,URS
200806,Birgitta,Lindstrom,U,FIN
200807,Ulla,Sandulf,U,SWE
200808,Laura,Rossouw,U,RSA
200809,Johanne,Venturino,U,FRA
200810,Annette,Du Plooy,U,RSA
200811,Junko,Sawamatsu,U,JPN
200812,Odile,De Roubin,U,FRA
200813,Ingrid,Bentzer,R,SWE
200815,Roberta,Beltrame,R,ITA
200817,Judy,Congdon,U,GBR
200818,Faye,Urban,U,CAN
